Title,User Rating %,Genres,Cast
John Wick: Chapter 4,77,"['Action', 'Thriller', 'Crime']","['Keanu Reeves, as John Wick', 'Donnie Yen, as Caine', 'Bill Skarsgård, as Marquis', 'Ian McShane, as Winston', 'Laurence Fishburne, as Bowery King', 'Lance Reddick, as Charon', 'Clancy Brown, as Harbinger', 'Hiroyuki Sanada, as Shimazu', 'Rina Sawayama, as Akira']"
The Age of Adaline,75,"['Romance', 'Fantasy', 'Drama']","['Blake Lively, as Adaline Bowman', 'Michiel Huisman, as Ellis Jones', 'Harrison Ford, as William Jones', 'Ellen Burstyn, as Flemming', 'Kathy Baker, as Kathy Jones', 'Amanda Crew, as Kikki Jones', 'Lynda Boyd, as Regan', 'Hugh Ross, as Narrator', 'Richard Harmon, as Tony']"
Freaky Friday,65,"['Comedy', 'Family', 'Fantasy']","['Lindsay Lohan, as Anna Coleman', 'Jamie Lee Curtis, as Tess Coleman', 'Harold Gould, as Grandpa', 'Chad Michael Murray, as Jake', 'Mark Harmon, as Ryan', 'Stephen Tobolowsky, as Mr. Bates', 'Christina Vidal, as Maddie', 'Ryan Malgarini, as Harry Coleman', 'Haley Hudson, as Peg']"
Tarot,67,['Horror'],"['Harriet Slater, as Haley', 'Adain Bradley, as Grant', 'Avantika, as Paige', 'Jacob Batalon, as Paxton', 'Humberly González, as Madeline', 'Wolfgang Novogratz, as Lucas', 'Larsen Thompson, as Elise', 'Olwen Fouéré, as Alma Astryn', 'Sunčica Milanović, as Astrologer']"
Pleasure,62,['Drama'],"['Sofia Kappel, as Bella Cherry', 'Zelda Morrison, as Joy', 'Tee Reel, as Mike', 'Evelyn Claire, as Ava', 'Chris Cock, as Bear', 'Dana DeArmond, as Ashley', 'Kendra Spade, as Kimberly', 'Mark Spiegler, as Spiegler', 'Eva Melander, as Mother (voice)']"
15 Cameras,55,"['Horror', 'Thriller']","['Will Madden, as Cam', 'Angela Wong Carbone, as Sky', 'James Babson, as Slumlord', 'Skyler Bible, as Gio', 'Hilty Bowen, as Carolyn', 'Shirley Chen, as Wren', 'Jim Cummings, as Paul', 'Courtney Dietz, as Mina', 'Erik Leupp, as Marc']"
Late Night with the Devil,73,['Horror'],"['David Dastmalchian, as Jack Delroy', 'Laura Gordon, as June Ross-Mitchell', 'Ian Bliss, as Carmichael Haig', 'Fayssal Bazzi, as Christou', ""Ingrid Torelli, as Lilly D'Abo"", 'Rhys Auteri, as Gus McConnell', 'Georgina Haig, as Madeleine Piper', 'Josh Quong Tart, as Leo Fiske', ""Steve Mouzakis, as Szandor D'Abo""]"
Shimmy: The First Monkey King,66,"['Action', 'Adventure', 'Animation', 'Comedy', 'Fantasy']",[]
Alienoid,69,"['Science Fiction', 'Action', 'Fantasy', 'Adventure']","['Ryu Jun-yeol, as Muruk', 'Kim Woo-bin, as Guard / Thunder', 'Kim Tae-ri, as Ean', 'So Ji-sub, as Moon Do-seok', 'Yum Jung-ah, as Madam Black', 'Jo Woo-jin, as Mr. Blue', 'Kim Eui-sung, as Jajang / Doctor', 'Lee Ha-nee, as Min Gaelin', 'Shin Jung-keun, as Right Paw']"
Los de la culpa,69,['Comedy'],"['Henry Delgado,', 'Santiago Rendón,', 'Rafael Taibo, as Manuel', 'Ricardo Quevedo, as Ricardo', 'Iván Marín, as Iván', 'Gustavo Bernate,', 'Tato Devia, as Tato', 'Omar Murillo, as Chungo']"
IF,73,"['Comedy', 'Fantasy', 'Family']","['Cailey Fleming, as Bea', 'Ryan Reynolds, as Cal', 'John Krasinski, as Dad / Marshmallow (voice)', 'Fiona Shaw, as Grandmother', 'Steve Carell, as Blue (voice)', 'Phoebe Waller-Bridge, as Blossom (voice)', 'Louis Gossett Jr., as Lewis (voice)', 'Alan Kim, as Benjamin', 'Liza Colón-Zayas, as Janet']"
Yu☆Gi☆Oh!,71,"['Adventure', 'Animation', 'Fantasy']","['Megumi Ogata, as Yugi Mutou (voice)', 'Hikaru Midorikawa, as Seto Kaiba (voice)', 'Toshiyuki Morikawa, as Katsuya Jounouchi (voice)', 'Yumi Kakazu, as Anzu Mazaki (voice)', 'Ryotaro Okiayu, as Hiroto Honda (voice)', 'Yukana, as Miho Nosaka (voice)', 'Eiko Yamada, as Shogo Aoyama (voice)', 'Konomi Maeda, as Satoshi (voice)', 'Emi Uwagawa, as Shun (voice)']"
Autumn and the Black Jaguar,62,"['Adventure', 'Family']","['Lumi Pollack, as Autumn Edison', 'Emily Bett Rickards, as Anja', 'Wayne Charles Baker, as Oré', 'Paul Greene, as Saul Edison', 'Kelly Hope Taylor, as Doria Dargan', 'Lucrezia Pini, as Celya', 'Letitia Brookes, as NYC Airport Ground Staff Hostess', 'K.C. Coombs, as Mrs. Burley', 'Airam Camacho, as Autumn Edison (child)']"
Atlas,68,"['Science Fiction', 'Action']","['Jennifer Lopez, as Atlas Shepherd', 'Simu Liu, as Harlan Shepherd', 'Sterling K. Brown, as Colonel Elias Banks', 'Gregory James Cohan, as Smith (voice) / Dhiib Pilot', 'Abraham Popoola, as Casca Decius', 'Lana Parrilla, as Val Shepherd', 'Mark Strong, as General Jake Boothe', 'Briella Guiza, as Young Atlas Shepherd', 'Adia Smith-Eriksson, as Ranger West']"
Zandalee,43,"['Drama', 'Romance', 'Thriller']","['Nicolas Cage, as Johnny Collins', 'Erika Anderson, as Zandalee Martin', 'Judge Reinhold, as Thierry Martin', 'Joe Pantoliano, as Gerri', 'Viveca Lindfors, as Tatta', 'Steve Buscemi, as OPP Man', 'Marisa Tomei, as Remy', 'Aaron Neville, as Jack', 'Ian Abercrombie, as Louis Medina']"
V de Víctor,80,['Comedy'],"['Memo Villegas, as Víctor', 'Camila Nuñez, as Luna', 'Gala Bichir, as Gloria', 'Adriana Montes de Oca, as Cecilia', ""Jonathan Alonso, as 'El Toro' Martínez"", 'Joaquín Cosío, as Jorge', 'Norma Angélica, as Marisol', 'Danna García, as Mónica', 'Paco Rueda, as Nacho']"
Aliens,79,"['Action', 'Thriller', 'Science Fiction']","['Sigourney Weaver, as Ripley', 'Carrie Henn, as Newt', 'Michael Biehn, as Corporal Hicks', 'Paul Reiser, as Burke', 'Lance Henriksen, as Bishop', 'Bill Paxton, as Private Hudson', 'William Hope, as Lieutenant Gorman', 'Jenette Goldstein, as Private Vasquez', 'Al Matthews, as Sergeant Apone']"
The Hunt,81,['Drama'],"['Mads Mikkelsen, as Lucas', 'Thomas Bo Larsen, as Theo', 'Annika Wedderkopp, as Klara', 'Lasse Fogelstrøm, as Marcus', 'Susse Wold, as Grethe', 'Anne Louise Hassing, as Agnes', 'Lars Ranthe, as Bruun', 'Alexandra Rapaport, as Nadja', 'Sebastian Bull Sarning, as Torsten']"
Dead Sea,70,"['Thriller', 'Horror']","['Isabel Gravitt, as Kaya Adams', 'Alexander Wraith, as Rey', 'Dean Cameron, as Curtis Hunt', 'Garrett Wareing, as Julian', 'Genneya Walton, as Tessa Miles', 'Koa Tom, as Xander', 'Brian Silverman, as Russell Adams', 'Al Burke, as Sgt. Burke', 'Phoenix Volken, as Kit Adams']"
No Way Up,64,"['Thriller', 'Horror', 'Action']","['Colm Meaney, as Brandon', 'Phyllis Logan, as Mardy', 'Sophie McIntosh, as Ava', 'Will Attenborough, as Kyle', 'Jeremias Amoore, as Jed', 'Manuel Pacific, as Danilo', 'Grace Nettle, as Rosa', 'James Carroll Jordan, as Hank', 'David J Biscoe, as Plane Passenger']"
Dune: Part Two,82,"['Science Fiction', 'Adventure']","['Timothée Chalamet, as Paul Atreides', 'Zendaya, as Chani', 'Rebecca Ferguson, as Jessica', 'Javier Bardem, as Stilgar', 'Josh Brolin, as Gurney Halleck', 'Austin Butler, as Feyd-Rautha', 'Florence Pugh, as Princess Irulan', 'Dave Bautista, as Beast Rabban', 'Christopher Walken, as Emperor']"
Monkey Man,70,"['Action', 'Thriller']","['Dev Patel, as Kid', 'Sikandar Kher, as Rana', 'Pitobash, as Alphonso', 'Adithi Kalkunte, as Neela', 'Jatin Malik, as Young Kid', 'Makrand Deshpande, as Baba Shakti', 'Ashwini Kalsekar, as Queenie', 'Vipin Sharma, as Alpha', 'Sobhita Dhulipala, as Sita']"
"Run, Tiger Run!",76,"['Animation', 'Adventure', 'Comedy', 'Action', 'Family']","['Nianci Shen, as Hudun', 'Dawei Liang, as Master Yang (voice)', 'Liang Zou, as Da Dangjia', 'Jianru Zhang, as Black Bones', 'Lü Qi, as Hudun', 'Qimin Cao, as Extra', 'Shi Chen, as Da Zhuangzi', 'Sheng Dian, as Bandit Minions 1 / Side Kick', 'Sheng Dian, as Flying Soldier 3 / Flying Soldier 5']"
Wish,64,"['Animation', 'Family', 'Fantasy', 'Adventure']","['Ariana DeBose, as Asha (voice)', 'Chris Pine, as King Magnifico (voice)', 'Alan Tudyk, as Valentino (voice)', 'Angelique Cabral, as Queen Amaya (voice)', 'Victor Garber, as Sabino (voice)', 'Natasha Rothwell, as Sakina (voice)', 'Jennifer Kumiyama, as Dahlia (voice)', 'Harvey Guillén, as Gabo (voice)', 'Niko Vargas, as Hal (voice)']"
The Watchers,65,"['Horror', 'Fantasy', 'Mystery', 'Thriller']","['Dakota Fanning, as Mina / Lucy', 'Georgina Campbell, as Ciara', 'Olwen Fouéré, as Madeline', 'Oliver Finnegan, as Daniel', 'Alistair Brammer, as John', 'John Lynch, as Kilmartin', ""Siobhan Hewlett, as Mina's Mother"", 'Hannah Dargan, as Young Mina', 'Emily Dargan, as Young Lucy']"
Dange,30,"['Action', 'Drama', 'Thriller']","[""Harshvardhan Rane, as Xavier 'Z'"", 'Ehan Bhat, as Yuva', 'TJ Bhanu, as Gayatri', 'Nikita Dutta, as Rishika', 'Taniya Kalra, as Ambika', 'Zoa Morani, as Siddhi Sawant', 'Nakul Roshan Sahdev, as Bosco', 'K.C. Shankar, as MLA Sawant', 'Shreema Upadhyaya, as Bhama']"
The Super Mario Bros. Movie,77,"['Animation', 'Family', 'Adventure', 'Fantasy', 'Comedy']","['Chris Pratt, as Mario (voice)', 'Anya Taylor-Joy, as Princess Peach (voice)', 'Charlie Day, as Luigi (voice)', 'Jack Black, as Bowser (voice)', 'Keegan-Michael Key, as Toad (voice)', 'Seth Rogen, as Donkey Kong (voice)', 'Fred Armisen, as Cranky Kong (voice)', 'Sebastian Maniscalco, as Spike (voice)', ""Charles Martinet, as Mario's Dad / Giuseppe (voice)""]"
Carmen 1945,58,['Drama'],"['Rino Katase,', 'Yûko Natori,', 'Jinpachi Nezu,', 'Kanô Miyuki,', 'Kazuyo Matsui,', 'Senri Yamazaki,', 'Tsunehiko Watase,']"
Spider-Man: Across the Spider-Verse,84,"['Animation', 'Action', 'Adventure', 'Science Fiction']","['Shameik Moore, as Miles Morales (voice)', 'Hailee Steinfeld, as Gwen Stacy (voice)', 'Brian Tyree Henry, as Jeff Morales (voice)', 'Luna Lauren Velez, as Rio Morales (voice)', 'Jake Johnson, as Peter B. Parker (voice)', ""Oscar Isaac, as Miguel O'Hara (voice)"", 'Jason Schwartzman, as Spot (voice)', 'Issa Rae, as Jessica Drew (voice)', 'Daniel Kaluuya, as Hobie Brown (voice)']"
"The Chronicles of Narnia: The Lion, the Witch and the Wardrobe",71,"['Adventure', 'Family', 'Fantasy']","['Georgie Henley, as Lucy Pevensie', 'Skandar Keynes, as Edmund Pevensie', 'William Moseley, as Peter Pevensie', 'Anna Popplewell, as Susan Pevensie', 'Tilda Swinton, as White Witch', 'James McAvoy, as Mr. Tumnus', 'Jim Broadbent, as Professor Kirke', 'Kiran Shah, as Ginarrbrik', 'James Cosmo, as Father Christmas']"
Black Noise,53,"['Action', 'Science Fiction', 'Horror', 'Thriller']","['Jackson Rathbone, as Leo', 'Alex Pettyfer,', 'Eve Mauro,', 'Ashton Leigh,', 'Wayne Gordon,', 'Sadie Newman,', 'Thomas Downey,', 'Niki Spiridakos,', 'Gene Freeman,']"
Spider-Man: No Way Home,80,"['Action', 'Adventure', 'Science Fiction']","['Tom Holland, as Peter Parker / Spider-Man', 'Zendaya, as MJ', 'Benedict Cumberbatch, as Doctor Strange', 'Jacob Batalon, as Ned Leeds', 'Jamie Foxx, as Max Dillon / Electro', 'Willem Dafoe, as Norman Osborn / Green Goblin', 'Alfred Molina, as Dr. Otto Octavius / Doc Ock', 'Rhys Ifans, as Dr. Curt Connors / The Lizard', 'Thomas Haden Church, as Flint Marko / Sandman']"
Double Jeopardy,66,"['Drama', 'Thriller', 'Mystery']","['Ashley Judd, as Libby Parsons', 'Tommy Lee Jones, as Travis Lehman', 'Bruce Greenwood, as Nick Parsons', 'Annabeth Gish, as Angie Green', 'Benjamin Weir, as Matty Parsons, Age 4', 'Jay Brazeau, as Bobby Long', 'Roma Maffia, as Margaret Skolowski', 'Davenia McFadden, as Evelyn', 'Gillian Barber, as Rebecca Tingely']"
